activity_nr,citation_id,pen_fta,hist_event,hist_date,hist_penalty,hist_abate_date,hist_vtype,hist_insp_nr,load_dt
"101399624","02077","P","F","1987-12-01","1000.00","1988-03-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02078","P","Z","1987-12-01","","1988-01-04","S","","2016-07-16 02:38:54 EDT"
"101399624","02078","P","F","1987-12-01","1000.00","1988-01-04","S","","2016-07-16 02:38:54 EDT"
"101399624","02079","P","Z","1987-12-01","","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02079","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02010","P","Z","1987-12-01","","1988-02-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02010","P","F","1987-12-01","1000.00","1988-02-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02011","P","Z","1987-12-01","","1988-02-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02011","P","F","1987-12-01","1000.00","1988-02-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02012","P","Z","1987-12-01","","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02012","P","F","1987-12-01","1000.00","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02013","P","Z","1987-12-01","","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02013","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02014","P","Z","1987-12-01","","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02014","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02015","P","Z","1987-12-01","","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02015","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02016","P","Z","1987-12-01","","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02016","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02017","P","Z","1987-12-01","","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02017","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02026","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399624","02027","P","Z","1987-12-01","","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02027","P","F","1987-12-01","1000.00","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02028","P","Z","1987-12-01","","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02028","P","F","1987-12-01","1000.00","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02029","P","Z","1987-12-01","","1988-01-04","S","","2016-07-16 02:38:54 EDT"
"101399624","02029","P","F","1987-12-01","1000.00","1988-01-04","S","","2016-07-16 02:38:54 EDT"
"101399624","02030","P","Z","1987-12-01","","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02030","P","F","1987-12-01","1000.00","1987-12-07","S","","2016-07-16 02:38:54 EDT"
"101399624","02055","P","F","1987-12-01","1000.00","1988-04-01","S","","2016-07-16 02:38:54 EDT"
"101399863","01001","P","F","1987-11-30","30.00","1987-07-08","S","","2011-10-14 16:48:14 EDT"
"101399863","01001","P","Z","1987-07-01","60.00","1987-07-08","S","","2011-10-14 16:48:14 EDT"
"101399939","02002","P","Z","1987-06-10","60.00","1987-06-16","R","","2011-10-14 16:48:14 EDT"
"101399939","02002","P","I","1987-07-01","","1987-06-16","O","","2011-10-14 16:48:14 EDT"
"101399939","02004","P","I","1987-07-01","","1987-06-18","O","","2011-10-14 16:48:14 EDT"
"101399939","02003A","P","I","1987-07-01","800.00","1987-06-16","R","","2011-10-14 16:48:14 EDT"
"101399939","02004","P","Z","1987-06-10","60.00","1987-06-18","R","","2011-10-14 16:48:14 EDT"
"101399939","02003A","P","Z","1987-06-10","1120.00","1987-06-16","R","","2011-10-14 16:48:14 EDT"
"101400125","01001","P","F","1987-04-13","320.00","1986-11-14","S","","2011-10-14 16:48:14 EDT"
"101400125","01001","P","Z","1986-10-14","640.00","1986-11-14","S","","2011-10-14 16:48:14 EDT"
"101400166","01001A","P","F","1987-03-09","245.00","1986-09-25","S","","2011-10-14 16:48:14 EDT"
"101400166","01001B","P","Z","1986-09-18","","1986-10-20","S","","2011-10-14 16:48:14 EDT"
"101400166","01001B","P","F","1987-03-09","","1986-10-20","S","","2011-10-14 16:48:14 EDT"
"101400166","01001C","P","Z","1986-09-18","","1986-10-20","S","","2011-10-14 16:48:14 EDT"
"101400166","01001C","P","F","1987-03-09","","1986-10-20","S","","2011-10-14 16:48:14 EDT"
"101400166","02001","P","Z","1986-09-18","","1986-09-21","O","","2011-10-14 16:48:14 EDT"
"101400166","01002A","P","F","1987-03-09","245.00","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002B","P","Z","1986-09-18","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002B","P","F","1987-03-09","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002C","P","Z","1986-09-18","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002C","P","F","1987-03-09","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002D","P","Z","1986-09-18","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002D","P","F","1987-03-09","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002E","P","Z","1986-09-18","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01002E","P","F","1987-03-09","","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400166","01001A","P","Z","1986-09-18","490.00","1986-09-25","S","","2011-10-14 16:48:14 EDT"
"101400166","02001","P","F","1987-03-09","","1986-09-21","O","","2011-10-14 16:48:14 EDT"
"101400166","01002A","P","Z","1986-09-18","490.00","1986-09-23","S","","2011-10-14 16:48:14 EDT"
"101400208","01001","P","I","1986-10-08","500.00","1986-09-26","S","","2011-10-14 16:48:14 EDT"
"101400208","01001","P","Z","1986-09-22","560.00","1986-09-26","S","","2011-10-14 16:48:14 EDT"
"101400232","01001","P","I","1986-10-01","120.00","1986-09-19","S","","2011-10-14 16:48:14 EDT"
"101400232","01001","P","Z","1986-09-12","240.00","1986-09-19","S","","2011-10-14 16:48:14 EDT"
"101400273","02004","P","F","1987-01-13","80.00","1986-10-23","R","","2011-10-14 16:48:14 EDT"
"101400273","01001","P","Z","1986-10-14","360.00","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101400273","01001","P","F","1987-01-13","180.00","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101400273","01002","P","Z","1986-10-14","240.00","1986-10-23","S","","2011-10-14 16:48:14 EDT"
"101400273","01002","P","F","1987-01-13","120.00","1986-10-23","S","","2011-10-14 16:48:14 EDT"
"101400273","02001","P","Z","1986-10-14","120.00","1986-12-01","R","","2011-10-14 16:48:14 EDT"
"101400273","02001","P","F","1987-01-13","80.00","1986-12-01","R","","2011-10-14 16:48:14 EDT"
"101400273","02004","P","Z","1986-10-14","120.00","1986-10-23","R","","2011-10-14 16:48:14 EDT"
"101400273","02003","P","F","1987-01-13","588.00","1986-10-23","R","","2011-10-14 16:48:14 EDT"
"101400273","02002","P","Z","1986-10-14","480.00","1986-10-23","R","","2011-10-14 16:48:14 EDT"
"101400273","02002","P","F","1987-01-13","344.00","1986-10-23","R","","2011-10-14 16:48:14 EDT"
"101400273","02003","P","Z","1986-10-14","840.00","1986-10-23","R","","2011-10-14 16:48:14 EDT"
"101400315","01001","P","Z","1986-10-22","350.00","1986-10-27","S","","2011-10-14 16:48:14 EDT"
"101400315","01001","P","F","1987-02-27","210.00","1986-10-27","S","","2011-10-14 16:48:14 EDT"
"101400315","01002","P","F","1987-02-27","210.00","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400315","01002","P","Z","1986-10-22","490.00","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400372","01001","P","Z","1986-10-23","","1986-11-03","O","","2011-10-14 16:48:14 EDT"
"101400372","01001","P","I","1986-11-19","","1986-11-03","O","","2011-10-14 16:48:14 EDT"
"101400406","01001B","P","Z","1986-10-14","","1986-10-27","S","","2011-10-14 16:48:14 EDT"
"101400406","01001C","P","F","1987-01-19","","1986-10-17","S","","2011-10-14 16:48:14 EDT"
"101400406","01001C","P","Z","1986-10-14","","1986-10-17","S","","2011-10-14 16:48:14 EDT"
"101400406","01001B","P","F","1987-02-10","","1986-10-27","O","","2011-10-14 16:48:14 EDT"
"101400646","01004","P","I","1986-11-18","","1986-10-31","O","","2011-10-14 16:48:14 EDT"
"101400646","01004","P","Z","1986-10-27","240.00","1986-10-31","S","","2011-10-14 16:48:14 EDT"
"101400703","01001","P","Z","1986-10-08","","1986-11-10","O","","2011-10-14 16:48:14 EDT"
"101400703","01001","P","I","1986-10-29","","1986-11-10","O","","2011-10-14 16:48:14 EDT"
"101400711","01001B","P","Z","1986-11-17","","1986-12-08","S","","2011-10-14 16:48:14 EDT"
"101400711","01001B","P","F","1987-11-02","","1986-12-08","O","","2011-10-14 16:48:14 EDT"
"101400711","02002","P","F","1987-11-02","","1986-11-20","O","","2011-10-14 16:48:14 EDT"
"101400711","01002A","P","F","1987-11-02","800.00","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400711","01002E","P","Z","1986-11-17","","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400711","01002E","P","F","1987-11-02","","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400711","01002F","P","Z","1986-11-17","","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400711","01002F","P","F","1987-11-02","","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400711","02002","P","Z","1986-11-17","","1986-11-20","O","","2011-10-14 16:48:14 EDT"
"101400711","01001A","P","F","1987-11-02","400.00","1986-12-08","O","","2011-10-14 16:48:14 EDT"
"101400711","01001A","P","Z","1986-11-17","800.00","1986-12-08","S","","2011-10-14 16:48:14 EDT"
"101400711","01002A","P","Z","1986-11-17","800.00","1986-11-24","S","","2011-10-14 16:48:14 EDT"
"101400828","01001","P","I","1986-12-08","","1987-01-05","O","","2011-10-14 16:48:14 EDT"
"101400828","01001","P","Z","1986-11-13","","1986-11-20","O","","2011-10-14 16:48:14 EDT"
"101400877","01002","P","I","1986-11-24","60.00","1986-11-13","S","","2011-10-14 16:48:14 EDT"
"101400877","01003A","P","Z","1986-11-05","360.00","1986-11-13","S","","2011-10-14 16:48:14 EDT"
"101400877","01003A","P","I","1986-11-24","180.00","1986-11-13","S","","2011-10-14 16:48:14 EDT"
"101400877","01001","P","I","1986-11-24","210.00","1986-11-13","S","","2011-10-14 16:48:14 EDT"
"101400877","01001","P","Z","1986-11-05","420.00","1986-11-13","S","","2011-10-14 16:48:14 EDT"
"101400877","01002","P","Z","1986-11-05","120.00","1986-11-13","S","","2011-10-14 16:48:14 EDT"
"101400927","01001","P","Z","1986-11-13","300.00","1986-11-20","S","","2011-10-14 16:48:14 EDT"
"101400927","01002","P","I","1986-12-03","150.00","1986-11-20","S","","2011-10-14 16:48:14 EDT"
"101400927","01002","P","Z","1986-11-13","300.00","1986-11-20","S","","2011-10-14 16:48:14 EDT"
"101400927","01001","P","I","1986-12-03","150.00","1986-11-20","S","","2011-10-14 16:48:14 EDT"
"101401172","02015","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02014","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02016","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02016","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02017","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02017","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02018","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02018","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02019","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02019","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","01001A","P","Z","1987-01-22","120.00","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401172","01001A","P","I","1987-02-10","60.00","1987-03-03","S","","2011-10-14 16:48:14 EDT"
"101401172","01001B","P","Z","1987-01-22","","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401172","01001B","P","I","1987-02-10","","1987-02-24","S","","2011-10-14 16:48:14 EDT"
"101401172","01002A","P","Z","1987-01-22","180.00","1987-02-24","S","","2011-10-14 16:48:14 EDT"
"101401172","01002A","P","I","1987-02-10","90.00","1987-02-24","S","","2011-10-14 16:48:14 EDT"
"101401172","01002D","P","Z","1987-01-22","","1987-02-24","S","","2011-10-14 16:48:14 EDT"
"101401172","01002D","P","I","1987-02-10","","1987-03-10","S","","2011-10-14 16:48:14 EDT"
"101401172","02002","P","Z","1987-01-22","","1987-02-03","O","","2011-10-14 16:48:14 EDT"
"101401172","02002","P","I","1987-02-10","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02004","P","Z","1987-01-22","","1987-02-03","O","","2011-10-14 16:48:14 EDT"
"101401172","02004","P","I","1987-02-10","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02005","P","Z","1987-01-22","","1987-02-03","O","","2011-10-14 16:48:14 EDT"
"101401172","02005","P","I","1987-02-10","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02007","P","Z","1987-01-22","","1987-02-03","O","","2011-10-14 16:48:14 EDT"
"101401172","02007","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02008","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02008","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02009","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02009","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02010","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02010","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02011","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02011","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02012","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02012","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02013","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02013","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401172","02014","P","Z","1987-01-22","","1987-02-24","O","","2011-10-14 16:48:14 EDT"
"101401172","02015","P","I","1987-02-10","","1987-03-10","O","","2011-10-14 16:48:14 EDT"
"101401354","01002I","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","06006","P","I","1987-03-09","","1987-04-13","O","","2011-10-14 16:48:14 EDT"
"101401354","01002J","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002K","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002K","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002L","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002L","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002M","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01001","P","Z","1986-11-12","240.00","1986-11-17","S","","2011-10-14 16:48:14 EDT"
"101401354","01001","P","I","1986-12-09","120.00","1986-11-17","S","","2011-10-14 16:48:14 EDT"
"101401354","01002A","P","Z","1986-11-12","400.00","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002B","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002B","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002C","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002C","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002D","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002D","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002E","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002E","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002F","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002F","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002G","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002G","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002H","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002H","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002I","P","Z","1986-11-12","","1986-11-17","S","","2011-10-14 16:48:14 EDT"
"101401354","01002M","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002N","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002N","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002O","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002O","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002P","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002P","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002Q","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401354","01002Q","P","I","1986-12-09","","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","02001","P","Z","1986-11-12","120.00","1986-12-15","R","","2011-10-14 16:48:14 EDT"
"101401354","02001","P","I","1986-12-09","84.00","1986-12-15","R","","2011-10-14 16:48:14 EDT"
"101401354","04001A","P","Z","1987-02-09","360.00","1987-03-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04001A","P","I","1987-03-09","216.00","1987-03-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04002A","P","Z","1987-02-09","360.00","1987-03-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04002A","P","I","1987-03-09","216.00","1987-03-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04003","P","Z","1987-02-09","360.00","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04003","P","I","1987-03-09","216.00","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04004","P","Z","1987-02-09","300.00","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04004","P","I","1987-03-09","180.00","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401354","04005","P","Z","1987-02-09","360.00","1987-02-20","S","","2011-10-14 16:48:14 EDT"
"101401354","04005","P","I","1987-03-09","216.00","1987-02-20","S","","2011-10-14 16:48:14 EDT"
"101401354","05001","P","Z","1987-02-09","120.00","1987-02-20","R","","2011-10-14 16:48:14 EDT"
"101401354","05001","P","I","1987-03-09","72.00","1987-02-20","R","","2011-10-14 16:48:14 EDT"
"101401354","05002A","P","Z","1987-02-09","1000.00","1987-03-13","R","","2011-10-14 16:48:14 EDT"
"101401354","05002A","P","I","1987-03-09","600.00","1987-03-13","R","","2011-10-14 16:48:14 EDT"
"101401354","05002B","P","Z","1987-02-09","","1988-02-12","R","","2011-10-14 16:48:14 EDT"
"101401354","05002B","P","P","1988-02-17","","1988-03-28","R","","2011-10-14 16:48:14 EDT"
"101401354","05003A","P","Z","1987-02-09","120.00","1987-02-20","R","","2011-10-14 16:48:14 EDT"
"101401354","05003A","P","I","1987-03-09","72.00","1987-02-20","R","","2011-10-14 16:48:14 EDT"
"101401354","06003","P","Z","1987-02-09","","1987-02-20","O","","2011-10-14 16:48:14 EDT"
"101401354","06003","P","I","1987-03-09","","1987-04-09","O","","2011-10-14 16:48:14 EDT"
"101401354","01002A","P","I","1986-12-09","200.00","1987-01-15","S","","2011-10-14 16:48:14 EDT"
"101401354","06004","P","Z","1987-02-09","","1987-03-13","O","","2011-10-14 16:48:14 EDT"
"101401354","06004","P","I","1987-03-09","","1987-04-13","O","","2011-10-14 16:48:14 EDT"
"101401354","06005","P","Z","1987-02-09","","1987-03-13","O","","2011-10-14 16:48:14 EDT"
"101401354","06005","P","I","1987-03-09","","1987-04-13","O","","2011-10-14 16:48:14 EDT"
"101401354","06006","P","Z","1987-02-09","","1987-03-13","O","","2011-10-14 16:48:14 EDT"
"101401354","01002J","P","Z","1986-11-12","","1986-12-15","S","","2011-10-14 16:48:14 EDT"
"101401453","01005F","P","Z","1986-12-10","","1987-01-20","S","","2011-10-14 16:48:14 EDT"
"101401453","01005C","P","I","1986-12-30","","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","01005H","P","Z","1986-12-10","","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01005H","P","I","1986-12-30","","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","02002","P","Z","1986-12-10","","1987-01-06","O","","2011-10-14 16:48:14 EDT"
"101401453","02002","P","I","1986-12-30","","1987-01-15","O","","2011-10-14 16:48:14 EDT"
"101401453","02003","P","Z","1986-12-10","","1986-12-30","O","","2011-10-14 16:48:14 EDT"
"101401453","02003","P","I","1986-12-30","","1987-02-13","O","","2011-10-14 16:48:14 EDT"
"101401453","02005","P","I","1986-12-30","","1987-01-06","O","","2011-10-14 16:48:14 EDT"
"101401453","01005F","P","I","1986-12-30","","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","01005C","P","Z","1986-12-10","","1987-01-06","S","","2011-10-14 16:48:14 EDT"
"101401453","01005B","P","I","1986-12-30","","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","01005B","P","Z","1986-12-10","","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01005A","P","I","1986-12-30","105.00","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","01005A","P","Z","1986-12-10","210.00","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01004","P","I","1986-12-30","105.00","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01001A","P","I","1986-12-30","105.00","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01001A","P","Z","1986-12-10","210.00","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01004","P","Z","1986-12-10","210.00","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01003B","P","I","1986-12-30","","1987-04-07","S","","2011-10-14 16:48:14 EDT"
"101401453","01003B","P","Z","1986-12-10","","1987-02-03","S","","2011-10-14 16:48:14 EDT"
"101401453","01003A","P","I","1986-12-30","105.00","1987-01-16","S","","2011-10-14 16:48:14 EDT"
"101401453","01003A","P","Z","1986-12-10","210.00","1987-01-06","S","","2011-10-14 16:48:14 EDT"
"101401453","01002","P","I","1986-12-30","105.00","1986-12-16","S","","2011-10-14 16:48:14 EDT"
"101401453","01002","P","Z","1986-12-10","210.00","1986-12-16","S","","2011-10-14 16:48:14 EDT"
"101401453","02005","P","Z","1986-12-10","","1987-01-06","O","","2011-10-14 16:48:14 EDT"
"101401453","01005E","P","I","1986-12-30","","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","01005E","P","Z","1986-12-10","","1987-01-06","S","","2011-10-14 16:48:14 EDT"
"101401453","01005D","P","I","1986-12-30","","1987-02-13","S","","2011-10-14 16:48:14 EDT"
"101401453","01005D","P","Z","1986-12-10","","1987-01-06","S","","2011-10-14 16:48:14 EDT"
"101401479","01001","P","I","1987-03-24","140.00","1987-03-17","R","","2011-10-14 16:48:14 EDT"
"101401479","01001","P","Z","1987-03-10","200.00","1987-03-17","R","","2011-10-14 16:48:14 EDT"
"101401495","02004A","P","Z","1987-07-16","140.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02004A","P","I","1987-08-06","98.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02004F","P","Z","1987-07-16","","1987-08-11","R","","2011-10-14 16:48:14 EDT"
"101401495","02004F","P","I","1987-08-06","","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02003A","P","Z","1987-07-16","140.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02002F","P","I","1987-08-06","","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02002F","P","Z","1987-07-16","","1987-08-11","R","","2011-10-14 16:48:14 EDT"
"101401495","02002A","P","I","1987-08-06","1134.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02002A","P","Z","1987-07-16","1620.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02001A","P","I","1987-08-06","686.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02001A","P","Z","1987-07-16","980.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","01006A","P","I","1987-08-06","405.00","1988-01-07","S","","2011-10-14 16:48:14 EDT"
"101401495","01006A","P","Z","1987-07-16","810.00","1988-01-07","S","","2011-10-14 16:48:14 EDT"
"101401495","01005","P","I","1987-08-06","320.00","1987-08-18","S","","2011-10-14 16:48:14 EDT"
"101401495","01005","P","Z","1987-07-16","640.00","1987-08-18","S","","2011-10-14 16:48:14 EDT"
"101401495","01004A","P","I","1987-08-06","320.00","1987-07-28","S","","2011-10-14 16:48:14 EDT"
"101401495","01004A","P","Z","1987-07-16","640.00","1987-07-28","S","","2011-10-14 16:48:14 EDT"
"101401495","01003","P","I","1987-08-06","320.00","1987-07-28","S","","2011-10-14 16:48:14 EDT"
"101401495","01003","P","Z","1987-07-16","640.00","1987-07-28","S","","2011-10-14 16:48:14 EDT"
"101401495","01002A","P","I","1987-08-06","320.00","1987-07-28","S","","2011-10-14 16:48:14 EDT"
"101401495","01002A","P","Z","1987-07-16","640.00","1987-07-28","S","","2011-10-14 16:48:14 EDT"
"101401495","01001A","P","I","1987-08-06","175.00","1987-07-22","S","","2011-10-14 16:48:14 EDT"
"101401495","01001A","P","Z","1987-07-16","350.00","1987-07-22","S","","2011-10-14 16:48:14 EDT"
"101401495","02003F","P","I","1987-08-06","","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02003A","P","I","1987-08-06","98.00","1987-09-15","R","","2011-10-14 16:48:14 EDT"
"101401495","02003F","P","Z","1987-07-16","","1987-08-11","R","","2011-10-14 16:48:14 EDT"
"101401503","02001","P","Z","1987-06-23","","1987-07-13","O","","2011-10-14 16:48:14 EDT"
