activity_nr,citation_id,pen_fta,hist_event,hist_date,hist_penalty,hist_abate_date,hist_vtype,hist_insp_nr,load_dt
"101401503","01001A","P","W","1988-02-01","","1987-06-26","O","","2011-10-14 16:48:14 EDT"
"101401503","02002","P","W","1988-02-01","","1987-07-13","O","","2011-10-14 16:48:14 EDT"
"101401503","02002","P","Z","1987-06-23","","1987-07-13","O","","2011-10-14 16:48:14 EDT"
"101401503","02001","P","W","1988-02-01","","1987-07-13","O","","2011-10-14 16:48:14 EDT"
"101401503","01001A","P","Z","1987-06-23","640.00","1987-06-26","S","","2011-10-14 16:48:14 EDT"
"101401503","01001C","P","W","1988-02-01","","1987-07-13","O","","2011-10-14 16:48:14 EDT"
"101401503","01001C","P","Z","1987-06-23","","1987-07-13","S","","2011-10-14 16:48:14 EDT"
"101401503","01001B","P","W","1988-02-01","","1987-06-26","O","","2011-10-14 16:48:14 EDT"
"101401503","01001B","P","Z","1987-06-23","","1987-06-26","S","","2011-10-14 16:48:14 EDT"
"101401537","01001","P","Z","1987-08-19","80.00","1987-08-31","S","","2011-10-14 16:48:14 EDT"
"101401537","01001","P","I","1987-09-10","40.00","1987-08-31","S","","2011-10-14 16:48:14 EDT"
"101401552","02001","P","Z","1987-01-05","480.00","1987-01-15","R","","2011-10-14 16:48:14 EDT"
"101401552","02001","P","I","1987-02-02","336.00","1987-01-15","R","","2011-10-14 16:48:14 EDT"
"101401552","01001G","P","I","1987-02-02","","1987-02-27","S","","2011-10-14 16:48:14 EDT"
"101401552","01001G","P","Z","1987-01-05","","1987-02-05","S","","2011-10-14 16:48:14 EDT"
"101401552","01001F","P","I","1987-02-02","","1987-02-27","S","","2011-10-14 16:48:14 EDT"
"101401552","01001F","P","Z","1987-01-05","","1987-02-05","S","","2011-10-14 16:48:14 EDT"
"101401552","01001E","P","I","1987-02-02","","1987-02-27","S","","2011-10-14 16:48:14 EDT"
"101401552","01001E","P","Z","1987-01-05","","1987-02-05","S","","2011-10-14 16:48:14 EDT"
"101401552","01001D","P","I","1987-02-02","","1987-02-27","S","","2011-10-14 16:48:14 EDT"
"101401552","01001D","P","Z","1987-01-05","","1987-02-05","S","","2011-10-14 16:48:14 EDT"
"101401552","01001B","P","I","1987-02-02","","1987-02-27","S","","2011-10-14 16:48:14 EDT"
"101401552","01001B","P","Z","1987-01-05","","1987-02-05","S","","2011-10-14 16:48:14 EDT"
"101401552","01001A","P","I","1987-02-02","160.00","1987-02-27","S","","2011-10-14 16:48:14 EDT"
"101401552","01001A","P","Z","1987-01-05","320.00","1987-02-05","S","","2011-10-14 16:48:14 EDT"
"101401560","02003A","P","Z","1987-04-13","600.00","1987-04-24","R","","2011-10-14 16:48:14 EDT"
"101401560","02005","P","I","1987-04-24","420.00","1987-04-17","R","","2011-10-14 16:48:14 EDT"
"101401560","02002A","P","Z","1987-04-13","600.00","1988-01-04","R","","2011-10-14 16:48:14 EDT"
"101401560","02001A","P","I","1987-04-24","70.00","1987-04-24","R","","2011-10-14 16:48:14 EDT"
"101401560","02001A","P","Z","1987-04-13","100.00","1987-04-24","R","","2011-10-14 16:48:14 EDT"
"101401560","01002A","P","I","1987-04-24","210.00","1987-05-15","S","","2011-10-14 16:48:14 EDT"
"101401560","01002A","P","Z","1987-04-13","300.00","1987-05-15","S","","2011-10-14 16:48:14 EDT"
"101401560","01001A","P","I","1987-04-24","175.00","1987-04-17","S","","2011-10-14 16:48:14 EDT"
"101401560","02003A","P","I","1987-04-24","420.00","1987-04-24","R","","2011-10-14 16:48:14 EDT"
"101401560","02004A","P","Z","1987-04-13","600.00","1987-04-17","R","","2011-10-14 16:48:14 EDT"
"101401560","02004A","P","I","1987-04-24","420.00","1987-04-17","R","","2011-10-14 16:48:14 EDT"
"101401560","02005","P","Z","1987-04-13","600.00","1987-04-17","R","","2011-10-14 16:48:14 EDT"
"101401560","01001A","P","Z","1987-04-13","250.00","1987-04-17","S","","2011-10-14 16:48:14 EDT"
"101401560","02002A","P","I","1987-04-24","420.00","1988-01-04","R","","2011-10-14 16:48:14 EDT"
"101401578","04003","P","Z","1987-05-05","3600.00","1987-05-11","R","","2011-10-14 16:48:14 EDT"
"101401578","04002","P","I","1987-05-27","192.00","1987-05-11","R","","2011-10-14 16:48:14 EDT"
"101401578","04002","P","Z","1987-05-05","240.00","1987-05-11","R","","2011-10-14 16:48:14 EDT"
"101401578","04001A","P","I","1987-05-27","3360.00","1987-05-12","R","","2011-10-14 16:48:14 EDT"
"101401578","04001A","P","Z","1987-05-05","4200.00","1987-05-12","R","","2011-10-14 16:48:14 EDT"
"101401578","03001","P","I","1987-05-27","288.00","1987-05-11","S","","2011-10-14 16:48:14 EDT"
"101401578","03001","P","Z","1987-05-05","360.00","1987-05-11","S","","2011-10-14 16:48:14 EDT"
"101401578","04003","P","I","1987-05-27","2880.00","1987-05-11","R","","2011-10-14 16:48:14 EDT"
"101401982","01001A","F","Z","1988-06-20","6400.00","","","18262691","2011-10-14 16:48:14 EDT"
"101401982","02001","P","F","1990-04-02","","1987-03-20","O","","2011-10-14 16:48:14 EDT"
"101401982","01001A","P","Z","1987-03-16","640.00","1987-03-20","S","","2011-10-14 16:48:14 EDT"
"101401982","01001A","P","I","1987-04-09","320.00","1987-03-20","S","","2011-10-14 16:48:14 EDT"
"101401982","01001A","P","F","1990-04-02","320.00","1987-03-20","S","","2011-10-14 16:48:14 EDT"
"101401982","01001B","F","Z","1988-06-20","","","","18262691","2011-10-14 16:48:14 EDT"
"101401982","01001B","F","F","1990-04-02","","","","18262691","2011-10-14 16:48:14 EDT"
"101401982","01001B","P","Z","1987-03-16","","1987-03-20","S","","2011-10-14 16:48:14 EDT"
"101401982","01001B","P","F","1990-04-02","","1987-03-20","S","","2011-10-14 16:48:14 EDT"
"101401982","01001C","F","Z","1988-06-20","","","","18262691","2011-10-14 16:48:14 EDT"
"101401982","01001C","F","F","1990-04-02","","","","18262691","2011-10-14 16:48:14 EDT"
"101401982","01001C","P","Z","1987-03-16","","1987-06-05","S","","2011-10-14 16:48:14 EDT"
"101401982","01001C","P","F","1990-04-02","","1987-06-05","S","","2011-10-14 16:48:14 EDT"
"101401982","02001","P","Z","1987-03-16","","1987-03-20","O","","2011-10-14 16:48:14 EDT"
"101401982","01001A","F","F","1990-04-02","1000.00","","","18262691","2011-10-14 16:48:14 EDT"
"101402014","01001A","P","Z","1987-12-10","400.00","1987-12-18","S","","2014-07-28 01:01:29 EDT"
"101402014","01004","P","I","1988-01-19","630.00","1988-01-26","S","","2014-07-28 01:01:29 EDT"
"101402014","01004","P","Z","1987-12-10","630.00","1988-01-26","S","","2014-07-28 01:01:29 EDT"
"101402014","01003A","P","Q","2014-07-24","400.00","","","","2014-07-28 01:01:29 EDT"
"101402014","01002A","P","I","1988-01-19","75.00","1988-01-11","S","","2014-07-28 01:01:29 EDT"
"101402014","01002A","P","Z","1987-12-10","160.00","1988-01-11","S","","2014-07-28 01:01:29 EDT"
"101402014","01001A","P","I","1988-01-19","200.00","1987-12-18","S","","2014-07-28 01:01:29 EDT"
"101402030","01002B","P","Z","1987-12-10","","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01002B","P","I","1988-01-06","","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01001A","P","I","1988-01-06","420.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101402030","01001B","P","Z","1987-12-10","","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101402030","01001B","P","I","1988-01-06","","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101402030","01001C","P","Z","1987-12-10","","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101402030","01001C","P","I","1988-01-06","","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101402030","01002A","P","Z","1987-12-10","240.00","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01003C","P","I","1988-01-06","","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01003C","P","Z","1987-12-10","","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01001A","P","Z","1987-12-10","420.00","1987-12-18","S","","2011-10-14 16:48:14 EDT"
"101402030","01003B","P","Z","1987-12-10","","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01003A","P","I","1988-01-06","420.00","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01003A","P","Z","1987-12-10","420.00","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01002A","P","I","1988-01-06","240.00","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402030","01003B","P","I","1988-01-06","","1988-01-11","S","","2011-10-14 16:48:14 EDT"
"101402105","01001","P","I","1987-12-09","100.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402105","01002","P","I","1987-12-09","100.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402105","01002","P","Z","1987-11-17","150.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402105","01001","P","Z","1987-11-17","200.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402121","01003","P","Z","1987-11-17","1680.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402121","01002","P","I","1987-12-11","300.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402121","01002","P","Z","1987-11-17","600.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402121","01001","P","I","1987-12-11","100.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402121","01003","P","I","1987-12-11","1200.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402121","01001","P","Z","1987-11-17","120.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402170","01001","P","I","1987-12-08","210.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402170","01001","P","Z","1987-11-17","210.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402170","01002","P","Z","1987-11-17","120.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402170","02001","P","I","1987-12-08","400.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402170","02001","P","Z","1987-11-17","700.00","1987-11-23","R","","2011-10-14 16:48:14 EDT"
"101402170","01003","P","I","1987-12-08","100.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402170","01003","P","Z","1987-11-17","120.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402170","01002","P","I","1987-12-08","100.00","1987-11-23","S","","2011-10-14 16:48:14 EDT"
"101402188","01001","P","I","1987-10-28","70.00","1987-12-31","S","","2011-10-14 16:48:14 EDT"
"101402188","01002","P","Z","1987-10-15","80.00","1987-10-20","S","","2011-10-14 16:48:14 EDT"
"101402188","01001","P","Z","1987-10-15","120.00","1987-12-01","S","","2011-10-14 16:48:14 EDT"
"101402188","01002","P","I","1987-10-28","40.00","1987-10-20","S","","2011-10-14 16:48:14 EDT"
"101402196","01002","P","I","1987-10-28","60.00","1987-10-20","S","","2011-10-14 16:48:14 EDT"
"101402196","01002","P","Z","1987-10-15","100.00","1987-10-20","S","","2011-10-14 16:48:14 EDT"
"101402196","01001","P","I","1987-10-28","70.00","1987-12-31","S","","2011-10-14 16:48:14 EDT"
"101402196","01001","P","Z","1987-10-15","120.00","1987-12-01","S","","2011-10-14 16:48:14 EDT"
"101402204","01001","P","I","1987-10-28","70.00","1987-12-31","S","","2011-10-14 16:48:14 EDT"
"101402204","01001","P","Z","1987-10-15","120.00","1987-12-01","S","","2011-10-14 16:48:14 EDT"
"101402220","01002","P","I","1987-12-03","60.00","1987-11-20","S","","2011-10-14 16:48:14 EDT"
"101402220","01002","P","Z","1987-11-16","120.00","1987-11-20","S","","2011-10-14 16:48:14 EDT"
"101402220","01001","P","I","1987-12-03","40.00","1987-11-20","S","","2011-10-14 16:48:14 EDT"
"101402220","01001","P","Z","1987-11-16","80.00","1987-11-20","S","","2011-10-14 16:48:14 EDT"
"101402238","01001","P","Z","1987-12-11","420.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402238","01001","P","F","1988-05-16","420.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01004A","P","I","1987-12-30","110.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01004A","P","Z","1987-12-09","160.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01003A","P","Z","1987-12-09","120.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01002A","P","I","1987-12-30","110.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01003A","P","I","1987-12-30","80.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01001","P","I","1987-12-30","80.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01001","P","Z","1987-12-09","120.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402246","01002A","P","Z","1987-12-09","160.00","1987-12-14","S","","2011-10-14 16:48:14 EDT"
"101402295","01001","P","I","1988-01-05","150.00","1987-12-15","S","","2011-10-14 16:48:14 EDT"
"101402295","01004","P","Z","1987-12-11","120.00","1987-12-21","S","","2011-10-14 16:48:14 EDT"
"101402295","01004","P","I","1988-01-05","80.00","1987-12-21","S","","2011-10-14 16:48:14 EDT"
"101402295","02002","P","Z","1987-12-11","","1988-01-12","O","","2011-10-14 16:48:14 EDT"
"101402295","02002","P","I","1988-01-05","","1988-02-12","O","","2011-10-14 16:48:14 EDT"
"101402295","01001","P","Z","1987-12-11","210.00","1987-12-15","S","","2011-10-14 16:48:14 EDT"
"101402311","02001","P","F","1988-08-01","1510.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","02004","P","F","1988-08-01","645.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","01005","P","F","1988-08-01","375.00","1988-04-11","S","","2011-10-14 16:48:14 EDT"
"101402311","01005","P","Z","1988-04-01","630.00","1988-04-11","S","","2011-10-14 16:48:14 EDT"
"101402311","01004","P","F","1988-08-01","430.00","1988-04-20","S","","2011-10-14 16:48:14 EDT"
"101402311","01004","P","Z","1988-04-01","720.00","1988-04-20","S","","2011-10-14 16:48:14 EDT"
"101402311","01003","P","F","1988-08-01","270.00","1988-04-15","S","","2011-10-14 16:48:14 EDT"
"101402311","01003","P","Z","1988-04-01","450.00","1988-04-15","S","","2011-10-14 16:48:14 EDT"
"101402311","01002","P","F","1988-08-01","215.00","1988-04-20","S","","2011-10-14 16:48:14 EDT"
"101402311","01002","P","Z","1988-04-01","360.00","1988-04-20","S","","2011-10-14 16:48:14 EDT"
"101402311","01001","P","F","1988-08-01","","1988-05-02","O","","2011-10-14 16:48:14 EDT"
"101402311","01001","P","Z","1988-04-01","540.00","1988-05-02","S","","2011-10-14 16:48:14 EDT"
"101402311","02002","P","Z","1988-04-01","900.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","02002","P","F","1988-08-01","540.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","02003","P","Z","1988-04-01","180.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","02003","P","F","1988-08-01","105.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","02004","P","Z","1988-04-01","1080.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402311","02001","P","Z","1988-04-01","2520.00","1988-04-20","R","","2011-10-14 16:48:14 EDT"
"101402329","01008A","P","I","1988-02-16","378.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","02001","P","Z","1988-01-27","360.00","1988-02-03","R","","2011-10-14 16:48:14 EDT"
"101402329","01004A","P","I","1988-02-16","441.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01004A","P","Z","1988-01-27","630.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01003A","P","I","1988-02-16","189.00","1988-03-15","S","","2011-10-14 16:48:14 EDT"
"101402329","01003A","P","Z","1988-01-27","270.00","1988-03-15","S","","2011-10-14 16:48:14 EDT"
"101402329","01002B","P","I","1988-02-16","","1988-02-11","S","","2011-10-14 16:48:14 EDT"
"101402329","01002B","P","Z","1988-01-27","","1988-02-11","S","","2011-10-14 16:48:14 EDT"
"101402329","01002A","P","I","1988-02-16","180.00","1988-03-15","S","","2011-10-14 16:48:14 EDT"
"101402329","01002A","P","Z","1988-01-27","180.00","1988-03-15","S","","2011-10-14 16:48:14 EDT"
"101402329","01001","P","I","1988-02-16","189.00","1988-01-30","S","","2011-10-14 16:48:14 EDT"
"101402329","01001","P","Z","1988-01-27","270.00","1988-01-30","S","","2011-10-14 16:48:14 EDT"
"101402329","02001","P","I","1988-02-16","252.00","1988-02-03","R","","2011-10-14 16:48:14 EDT"
"101402329","01008A","P","Z","1988-01-27","540.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01007","P","I","1988-02-16","315.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01007","P","Z","1988-01-27","450.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01006A","P","I","1988-02-16","315.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01006A","P","Z","1988-01-27","450.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01005","P","I","1988-02-16","378.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402329","01005","P","Z","1988-01-27","540.00","1988-02-05","S","","2011-10-14 16:48:14 EDT"
"101402360","01002A","P","I","1987-12-22","125.00","1988-03-30","S","","2011-10-14 16:48:14 EDT"
"101402360","01002A","P","Z","1987-12-07","200.00","1988-01-07","S","","2011-10-14 16:48:14 EDT"
"101402360","01001","P","I","1987-12-22","","1988-03-30","S","","2011-10-14 16:48:14 EDT"
"101402360","01001","P","Z","1987-12-07","350.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101402378","01005A","P","I","1987-12-22","60.00","1988-03-30","S","","2011-10-14 16:48:14 EDT"
"101402378","01005A","P","Z","1987-12-18","100.00","1988-01-19","S","","2011-10-14 16:48:14 EDT"
"101402378","01004","P","I","1987-12-22","175.00","1987-12-22","S","","2011-10-14 16:48:14 EDT"
"101402378","01004","P","Z","1987-12-18","300.00","1987-12-22","S","","2011-10-14 16:48:14 EDT"
"101402378","01003","P","Z","1987-12-18","200.00","1987-12-22","S","","2011-10-14 16:48:14 EDT"
"101402378","01003","P","I","1987-12-22","125.00","1987-12-22","S","","2011-10-14 16:48:14 EDT"
"101402378","01001","P","Z","1987-12-18","350.00","1988-02-03","S","","2011-10-14 16:48:14 EDT"
"101402378","01001","P","I","1987-12-22","","1988-03-30","S","","2011-10-14 16:48:14 EDT"
"101402378","01002","P","Z","1987-12-18","300.00","1987-12-22","S","","2011-10-14 16:48:14 EDT"
"101402378","01002","P","I","1987-12-22","175.00","1987-12-22","S","","2011-10-14 16:48:14 EDT"
"101402386","01001","P","Z","1987-12-07","350.00","1988-01-22","S","","2011-10-14 16:48:14 EDT"
"101402386","01002","P","Z","1987-12-07","250.00","1987-12-16","S","","2011-10-14 16:48:14 EDT"
"101402386","01001","P","I","1987-12-22","","1988-03-30","S","","2011-10-14 16:48:14 EDT"
"101402386","01004A","P","I","1987-12-22","90.00","1988-03-30","S","","2011-10-14 16:48:14 EDT"
"101402386","01004A","P","Z","1987-12-07","150.00","1988-01-07","S","","2011-10-14 16:48:14 EDT"
"101402386","01003","P","I","1987-12-22","125.00","1987-12-10","S","","2011-10-14 16:48:14 EDT"
"101402386","01003","P","Z","1987-12-07","200.00","1987-12-10","S","","2011-10-14 16:48:14 EDT"
"101402386","01002","P","I","1987-12-22","150.00","1987-12-16","S","","2011-10-14 16:48:14 EDT"
"101402451","01001","P","Z","1988-04-04","400.00","1988-05-04","S","","2011-10-14 16:48:14 EDT"
"101402451","02003","P","F","1988-09-06","","1988-06-06","O","","2011-10-14 16:48:14 EDT"
"101402451","02003","P","Z","1988-04-04","","1988-06-06","O","","2011-10-14 16:48:14 EDT"
"101402451","02002","P","F","1988-09-06","360.00","1988-04-07","S","","2011-10-14 16:48:14 EDT"
"101402451","01001","P","F","1988-09-06","400.00","1988-05-04","S","","2011-10-14 16:48:14 EDT"
"101402451","02001","P","F","1988-09-06","70.00","1988-05-04","O","","2011-10-14 16:48:14 EDT"
"101402451","02001","P","Z","1988-04-04","70.00","1988-05-04","O","","2011-10-14 16:48:14 EDT"
"101402451","01002","P","F","1988-09-06","490.00","1988-04-07","S","","2011-10-14 16:48:14 EDT"
"101402451","01002","P","Z","1988-04-04","490.00","1988-04-07","S","","2011-10-14 16:48:14 EDT"
"101402451","02002","P","Z","1988-04-04","360.00","1988-04-07","S","","2011-10-14 16:48:14 EDT"
"101402477","02003","P","I","1988-02-16","700.00","1988-02-03","R","","2011-10-14 16:48:14 EDT"
